ac_no,district,ac_name,candidate,candidate_votes_total,booth_count,is_placeholder_candidate,party,allowed_parties,is_non_candidate_header,needs_review,notes,prefill_source,prefill_score
1,Cooch Behar,,ADHIKARY,6948,23,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
1,Cooch Behar,,Serial No,4386,21,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
1,Cooch Behar,,candidate_col_1,2959,12,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
1,Cooch Behar,,candidate_col_2,217,11,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
1,Cooch Behar,,candidate_col_3,0,1,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),Girindra Nath,24645,90,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Sushil Barman,24408,90,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Girindra Nath Barman,22815,68,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Haradhan BBarman,12671,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Ratan Barman,0.786
2,Cooch Behar,Mathabhanga (SC),Ashok Barman,12228,156,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Sushil Raj Barman,10033,47,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Sushil,7135,20,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Ashok Nath,5681,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),candidate_col_3,5363,19,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),candidate_col_2,5350,19,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),Girindra,5172,20,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Girindra Barman,5117,20,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Sushil Roy,564,1,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),Animesh Roy,377,127,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),Haradhan Barman,338,40,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Ratan Barman,0.815
2,Cooch Behar,Mathabhanga (SC),Ashok,331,20,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Kangsa Barman,265,84,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Bikash Barman,257,106,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Ratan Mohanta,229,89,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),Kangsa Raj,219,70,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Animesh,151,46,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Bikash Mohanta,125,62,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Animesh Mohanta,0.759
2,Cooch Behar,Mathabhanga (SC),Ratan Roy,110,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Haradhan Roy,0.762
2,Cooch Behar,Mathabhanga (SC),candidate_col_7,106,33,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),Haradhan Roy,98,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Animesh Mohanta,84,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Ratan Barman,81,59,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Sushil Raj,70,20,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Sushil Barman,0.783
2,Cooch Behar,Mathabhanga (SC),Kangsa,54,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Haradhan,53,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),candidate_col_6,24,19,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
2,Cooch Behar,Mathabhanga (SC),Bikash,18,19,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Ratan,17,19,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
2,Cooch Behar,Mathabhanga (SC),Animesh Barman,3,2,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Ashok Barman,0.769
2,Cooch Behar,Mathabhanga (SC),Kangsa Raj Barman,3,2,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
3,Cooch Behar,,SAMARESH,7455,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
3,Cooch Behar,,Column 5,6660,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
3,Cooch Behar,,2,5147,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
3,Cooch Behar,,Column 4,4889,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
3,Cooch Behar,,candidate_col_1,4673,17,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
3,Cooch Behar,,BINAY,4556,17,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
3,Cooch Behar,,3,4288,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
3,Cooch Behar,,GOPAL,4195,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
3,Cooch Behar,,candidate_col_2,3971,17,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
3,Cooch Behar,,Rejected,1480,6,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
3,Cooch Behar,,ANIL,747,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
3,Cooch Behar,,Votes,342,6,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
3,Cooch Behar,,1,249,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
3,Cooch Behar,,NARESH,104,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
3,Cooch Behar,,4,51,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,candidate_col_1,20134,88,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Khokan Dey,14111,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,candidate_col_4,12976,94,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Avijit Bhowmik,12767,94,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
4,Cooch Behar,,candidate_col_2,9477,96,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,candidate_col_3,9324,84,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Nikhil Ranjan Khandakar,6906,46,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
4,Cooch Behar,,Akshay Thakur,4097,94,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
4,Cooch Behar,,candidate_col_11,1186,27,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,candidate_col_8,1086,44,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,candidate_col_9,751,24,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Bidhan,600,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
4,Cooch Behar,,Khokan Majumdar,412,56,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
4,Cooch Behar,,candidate_col_10,183,45,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Nikhil Khandakar,174,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Ranjan Majumdar,130,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,candidate_col_7,111,41,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Rejected Votes,93,22,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
4,Cooch Behar,,Deb Paul,80,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Anamika Barma,50,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Babla Paul,50,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Babla Ranjan,48,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,candidate_col_6,45,17,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Nazma Deb,43,48,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Anamika,38,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
4,Cooch Behar,,Nazma Barma,33,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,candidate_col_5,28,22,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Akshay Ranjan,9,10,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
4,Cooch Behar,,Avijit Thakur,8,10,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
5,Cooch Behar,,Baren,7493,21,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
5,Cooch Behar,,Chandra Barman,6364,21,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
5,Cooch Behar,,Partha,6328,21,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
5,Cooch Behar,,Partha Pratim,4864,21,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
5,Cooch Behar,,Sudhangshu,434,21,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
5,Cooch Behar,,Sudhangshu Barman,252,21,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Sudhangshu Pramanik,0.833
5,Cooch Behar,,Jagadish,68,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
5,Cooch Behar,,Kamala,50,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
5,Cooch Behar,,Chandra,41,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
5,Cooch Behar,,Kamal Adhikari,26,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,JAGADISH,17479,114,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,DIPAK,13259,59,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,DIPAK ROY,7250,23,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,KESHAB,7118,59,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,SUNIL,6835,35,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,KASHIKANTA,6668,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,candidate_col_1,6365,12,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,ANIL,6193,59,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,KKUMAR,5939,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,KESHAB BASUNIA,5809,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,PRASANNA,5514,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,Serial No.,442,20,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
6,Cooch Behar,,JAGADISH RAY,170,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,PROSHANTA,137,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,LALCHAND ROY,127,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:LALCHAND BARMAN,0.741
6,Cooch Behar,,CHANDRA,111,21,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,KASHIKANTA BARMAN,91,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,LALCHAND,71,34,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,ANIL ROY,70,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,CHANDRA MAHANTA,41,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,ALAL,36,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,PRASANNA BARMAN,26,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:PROSHANTA BARMAN,0.839
6,Cooch Behar,,SUNIL BARMAN,21,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,KASHIKANT,15,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
6,Cooch Behar,,candidate_col_5,15,13,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,candidate_col_2,12,1,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,PRASANNAKASHIKANTA,10,14,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
6,Cooch Behar,,candidate_col_6,3,13,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
7,Cooch Behar,,NISITH,22562,70,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,NISITH PRAMANIK,21360,70,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,UDAYAN GUHA,16270,70,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,Serial No.,15404,69,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
7,Cooch Behar,,UDAYAN,14771,70,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,PRADIP ROY,9502,101,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,NISITH GUHA,8217,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
7,Cooch Behar,,ABDUR,1207,70,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,ABDUR ROUF,1149,77,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,NIRMAL,723,47,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,AB DUR ROUF,358,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,PRADIP,252,70,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,NIRMAL CHANDRA MIYAN,243,70,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,NIRMAL CHANDRA BARMAN,173,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,LEBU MIYAN,81,31,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
7,Cooch Behar,,LEBU,58,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,MIHIR,23637,108,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,RABINDRA,21842,108,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,HASSAN,11548,54,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,MIHIR OOSWAMI,9245,27,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,MIHIR GOSWAMI,9200,27,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,ABDUS SALAM,9029,81,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,No. of Votes,7562,20,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
8,Cooch Behar,of 13,RABINDRA NATH,7295,27,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,candidate_col_3,6706,19,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
8,Cooch Behar,of 13,RABINDRA NA AHOSH,6329,27,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Rabindra Nath Ghosh,0.889
8,Cooch Behar,of 13,AKIK HASSAN,6190,102,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,candidate_col_4,936,3,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
8,Cooch Behar,of 13,AKIK,625,27,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,Valid Votes cast in favour of,545,27,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
8,Cooch Behar,of 13,DALENDRA,336,108,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,EKRAMUL,219,108,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,candidate_col_2,210,19,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
8,Cooch Behar,of 13,SAHIDUL,195,54,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,DALENDRA HOSSAIN,100,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
8,Cooch Behar,of 13,EKRAMUL HOQUE,97,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,candidate_col_7,85,20,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
8,Cooch Behar,of 13,SAHIDUL HOSSAIN,84,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,ABDUS SALAM HOQUE,74,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,candidate_col_6,71,20,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
8,Cooch Behar,of 13,DALENDRA RAY,32,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
8,Cooch Behar,of 13,EKRAMUL NATH RAY,28,27,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Pranab Dey,24519,83,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,candidate_col_3,22852,70,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,candidate_col_2,18984,69,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Rabin Roy,14836,63,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Sushil,11263,70,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Pranab,9113,24,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Pranab Rava Roy,8614,23,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,candidate_col_1,8325,55,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Malati Saha,7501,47,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Malati Rava Roy,7245,45,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Malati Rava,5427,39,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Sushil Kumar,4781,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Sushil Kumar Dey,4155,46,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Pranab Kumar Dey,2069,41,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,candidate_col_4,1670,68,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Prahallad Das,1007,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Prahallad Layek,0.786
9,Cooch Behar,,Prahallad Chandra,732,47,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Bhola Barman,600,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Rabin Kumar Roy,392,23,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Jiban Roy,307,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Malati,274,24,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Jiban Kumar,172,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Layek Chandra Das,109,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Dhananjay Barman,105,62,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Malati Roy,105,23,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Dhananjay,92,47,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Prahallad Layek Chandra Das,68,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Pranab Rava,64,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Prahallad Barman,62,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Jiban Kumar Saha,58,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,candidate_col_6,55,23,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,candidate_col_5,51,46,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Sushil Layek Chandra,43,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,candidate_col_7,42,23,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Bhola Kumar Saha,40,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Bhola Layek,38,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Dhananjay Saha,37,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Dhananjay Barman,0.8
9,Cooch Behar,,Dhananjay Layek,34,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Jiban Saha,33,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Rabin Das,33,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Kumar Bhola,30,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Jiban Barman,29,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
9,Cooch Behar,,Prahallad Saha,25,22,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Prahallad Layek,0.759
9,Cooch Behar,,Bhola,21,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Bhola Saha,20,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Jiban,19,24,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
9,Cooch Behar,,Rabin,18,24,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
10,Alipurduar,,LEOS KUJUR,29673,131,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
10,Alipurduar,,KALAWATI CHIK,20556,66,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
10,Alipurduar,,KISHOR MINJ,13577,69,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
10,Alipurduar,,candidate_col_3,8673,34,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
10,Alipurduar,,No. Of,8398,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
10,Alipurduar,,KALAWATI ARAIK,7390,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:KALAWATI CHIK BARAIK,0.824
